user_id,variant,experiment_name
U001976,B_treatment,checkout_optimization
U001977,A_control,checkout_optimization
U001978,B_treatment,checkout_optimization
U001979,B_treatment,checkout_optimization
U001981,A_control,checkout_optimization
U001982,B_treatment,checkout_optimization
U001983,A_control,checkout_optimization
U001984,B_treatment,checkout_optimization
U001987,A_control,checkout_optimization
U001988,A_control,checkout_optimization
U001991,B_treatment,checkout_optimization
U001993,A_control,checkout_optimization
U001994,B_treatment,checkout_optimization
U001995,A_control,checkout_optimization
U001996,B_treatment,checkout_optimization
U001997,B_treatment,checkout_optimization
U001998,A_control,checkout_optimization
U002000,B_treatment,checkout_optimization
U002001,B_treatment,checkout_optimization
U002002,A_control,checkout_optimization
U002003,A_control,checkout_optimization
U002004,A_control,checkout_optimization
U002005,A_control,checkout_optimization
U002006,A_control,checkout_optimization
U002007,B_treatment,checkout_optimization
U002009,A_control,checkout_optimization
U002010,A_control,checkout_optimization
U002011,A_control,checkout_optimization
U002012,A_control,checkout_optimization
U002013,B_treatment,checkout_optimization
U002015,B_treatment,checkout_optimization
U002016,B_treatment,checkout_optimization
U002020,A_control,checkout_optimization
U002021,A_control,checkout_optimization
U002023,A_control,checkout_optimization
U002025,A_control,checkout_optimization
U002027,B_treatment,checkout_optimization
U002028,B_treatment,checkout_optimization
U002029,B_treatment,checkout_optimization
U002030,B_treatment,checkout_optimization
U002031,B_treatment,checkout_optimization
U002032,A_control,checkout_optimization
U002034,A_control,checkout_optimization
U002035,A_control,checkout_optimization
U002037,A_control,checkout_optimization
U002038,B_treatment,checkout_optimization
U002039,B_treatment,checkout_optimization
U002040,A_control,checkout_optimization
U002042,B_treatment,checkout_optimization
U002043,A_control,checkout_optimization
U002044,A_control,checkout_optimization
U002045,A_control,checkout_optimization
U002046,A_control,checkout_optimization
U002048,B_treatment,checkout_optimization
U002049,A_control,checkout_optimization
U002050,A_control,checkout_optimization
U002051,A_control,checkout_optimization
U002052,B_treatment,checkout_optimization
U002055,B_treatment,checkout_optimization
U002056,A_control,checkout_optimization
U002057,A_control,checkout_optimization
U002058,B_treatment,checkout_optimization
U002059,B_treatment,checkout_optimization
U002061,B_treatment,checkout_optimization
U002062,A_control,checkout_optimization
U002064,B_treatment,checkout_optimization
U002066,B_treatment,checkout_optimization
U002067,B_treatment,checkout_optimization
U002069,B_treatment,checkout_optimization
U002070,B_treatment,checkout_optimization
U002071,A_control,checkout_optimization
U002072,A_control,checkout_optimization
U002074,B_treatment,checkout_optimization
U002075,A_control,checkout_optimization
U002076,B_treatment,checkout_optimization
U002078,A_control,checkout_optimization
U002080,A_control,checkout_optimization
U002081,B_treatment,checkout_optimization
U002082,B_treatment,checkout_optimization
U002083,B_treatment,checkout_optimization
U002085,B_treatment,checkout_optimization
U002087,B_treatment,checkout_optimization
U002089,B_treatment,checkout_optimization
U002090,B_treatment,checkout_optimization
U002091,B_treatment,checkout_optimization
U002092,B_treatment,checkout_optimization
U002093,A_control,checkout_optimization
U002095,B_treatment,checkout_optimization
U002097,A_control,checkout_optimization
U002098,A_control,checkout_optimization
U002099,B_treatment,checkout_optimization
U002100,A_control,checkout_optimization
U002101,B_treatment,checkout_optimization
U002102,A_control,checkout_optimization
U002103,B_treatment,checkout_optimization
U002104,A_control,checkout_optimization
U002105,A_control,checkout_optimization
U002107,B_treatment,checkout_optimization
U002109,A_control,checkout_optimization
U002111,B_treatment,checkout_optimization
U002112,B_treatment,checkout_optimization
U002113,B_treatment,checkout_optimization
U002114,A_control,checkout_optimization
U002115,B_treatment,checkout_optimization
U002116,A_control,checkout_optimization
U002117,B_treatment,checkout_optimization
U002118,B_treatment,checkout_optimization
U002119,A_control,checkout_optimization
U002121,A_control,checkout_optimization
U002122,B_treatment,checkout_optimization
U002123,A_control,checkout_optimization
U002125,A_control,checkout_optimization
U002126,B_treatment,checkout_optimization
U002128,A_control,checkout_optimization
U002129,A_control,checkout_optimization
U002130,B_treatment,checkout_optimization
U002132,B_treatment,checkout_optimization
U002133,A_control,checkout_optimization
U002134,B_treatment,checkout_optimization
U002135,A_control,checkout_optimization
U002137,A_control,checkout_optimization
U002140,A_control,checkout_optimization
U002142,A_control,checkout_optimization
U002143,A_control,checkout_optimization
U002145,A_control,checkout_optimization
U002147,A_control,checkout_optimization
U002148,A_control,checkout_optimization
U002149,A_control,checkout_optimization
U002150,A_control,checkout_optimization
U002151,A_control,checkout_optimization
U002152,B_treatment,checkout_optimization
U002153,A_control,checkout_optimization
U002154,A_control,checkout_optimization
U002155,B_treatment,checkout_optimization
U002158,A_control,checkout_optimization
U002159,B_treatment,checkout_optimization
U002161,A_control,checkout_optimization
U002162,A_control,checkout_optimization
U002163,B_treatment,checkout_optimization
U002164,A_control,checkout_optimization
U002165,A_control,checkout_optimization
U002166,B_treatment,checkout_optimization
U002170,A_control,checkout_optimization
U002171,A_control,checkout_optimization
U002172,A_control,checkout_optimization
U002173,A_control,checkout_optimization
U002175,A_control,checkout_optimization
U002176,A_control,checkout_optimization
U002177,B_treatment,checkout_optimization
U002178,B_treatment,checkout_optimization
U002179,A_control,checkout_optimization
U002180,A_control,checkout_optimization
U002183,B_treatment,checkout_optimization
U002184,B_treatment,checkout_optimization
U002185,A_control,checkout_optimization
U002187,B_treatment,checkout_optimization
U002190,A_control,checkout_optimization
U002191,B_treatment,checkout_optimization
U002192,A_control,checkout_optimization
U002194,A_control,checkout_optimization
U002195,A_control,checkout_optimization
U002196,B_treatment,checkout_optimization
U002197,A_control,checkout_optimization
U002199,B_treatment,checkout_optimization
U002201,A_control,checkout_optimization
U002202,B_treatment,checkout_optimization
U002205,B_treatment,checkout_optimization
U002206,B_treatment,checkout_optimization
U002207,B_treatment,checkout_optimization
U002208,B_treatment,checkout_optimization
U002210,B_treatment,checkout_optimization
U002211,B_treatment,checkout_optimization
U002212,A_control,checkout_optimization
U002214,A_control,checkout_optimization
U002215,B_treatment,checkout_optimization
U002217,B_treatment,checkout_optimization
U002219,B_treatment,checkout_optimization
U002222,A_control,checkout_optimization
U002224,A_control,checkout_optimization
U002226,A_control,checkout_optimization
U002227,A_control,checkout_optimization
U002230,A_control,checkout_optimization
U002231,B_treatment,checkout_optimization
U002233,B_treatment,checkout_optimization
U002235,A_control,checkout_optimization
U002236,A_control,checkout_optimization
U002237,B_treatment,checkout_optimization
U002238,A_control,checkout_optimization
U002239,A_control,checkout_optimization
U002240,A_control,checkout_optimization
U002243,B_treatment,checkout_optimization
U002244,B_treatment,checkout_optimization
U002245,B_treatment,checkout_optimization
U002246,B_treatment,checkout_optimization
U002248,B_treatment,checkout_optimization
U002250,A_control,checkout_optimization
U002251,A_control,checkout_optimization
U002253,B_treatment,checkout_optimization
U002254,A_control,checkout_optimization
U002256,B_treatment,checkout_optimization
U002259,B_treatment,checkout_optimization
U002260,A_control,checkout_optimization
U002262,B_treatment,checkout_optimization
U002263,A_control,checkout_optimization
U002264,A_control,checkout_optimization
U002265,B_treatment,checkout_optimization
U002266,A_control,checkout_optimization
U002267,B_treatment,checkout_optimization
U002268,A_control,checkout_optimization
U002269,A_control,checkout_optimization
U002270,A_control,checkout_optimization
U002271,A_control,checkout_optimization
U002272,B_treatment,checkout_optimization
U002273,A_control,checkout_optimization
U002275,A_control,checkout_optimization
U002278,A_control,checkout_optimization
U002279,B_treatment,checkout_optimization
U002280,B_treatment,checkout_optimization
U002281,B_treatment,checkout_optimization
U002282,B_treatment,checkout_optimization
U002283,A_control,checkout_optimization
U002284,A_control,checkout_optimization
U002285,B_treatment,checkout_optimization
U002286,A_control,checkout_optimization
U002287,A_control,checkout_optimization
U002288,A_control,checkout_optimization
U002289,B_treatment,checkout_optimization
U002290,B_treatment,checkout_optimization
U002291,B_treatment,checkout_optimization
U002292,B_treatment,checkout_optimization
U002296,B_treatment,checkout_optimization
U002297,B_treatment,checkout_optimization
U002299,B_treatment,checkout_optimization
U002300,A_control,checkout_optimization
U002302,A_control,checkout_optimization
U002305,A_control,checkout_optimization
U002307,A_control,checkout_optimization
U002310,A_control,checkout_optimization
U002311,A_control,checkout_optimization
U002312,B_treatment,checkout_optimization
U002314,A_control,checkout_optimization
U002315,A_control,checkout_optimization
U002316,A_control,checkout_optimization
U002317,B_treatment,checkout_optimization
U002318,B_treatment,checkout_optimization
U002319,B_treatment,checkout_optimization
U002320,B_treatment,checkout_optimization
U002321,A_control,checkout_optimization
U002322,A_control,checkout_optimization
U002323,B_treatment,checkout_optimization
U002325,A_control,checkout_optimization
U002326,B_treatment,checkout_optimization
U002327,A_control,checkout_optimization
U002328,A_control,checkout_optimization
U002329,A_control,checkout_optimization
U002330,B_treatment,checkout_optimization
U002331,B_treatment,checkout_optimization
U002332,B_treatment,checkout_optimization
U002334,A_control,checkout_optimization
U002335,B_treatment,checkout_optimization
U002336,B_treatment,checkout_optimization
U002338,B_treatment,checkout_optimization
U002339,A_control,checkout_optimization
U002340,B_treatment,checkout_optimization
U002342,A_control,checkout_optimization
U002343,A_control,checkout_optimization
U002345,A_control,checkout_optimization
U002349,A_control,checkout_optimization
U002353,B_treatment,checkout_optimization
U002354,B_treatment,checkout_optimization
U002355,A_control,checkout_optimization
U002356,A_control,checkout_optimization
U002357,A_control,checkout_optimization
U002359,B_treatment,checkout_optimization
U002360,B_treatment,checkout_optimization
U002361,B_treatment,checkout_optimization
U002362,A_control,checkout_optimization
U002363,B_treatment,checkout_optimization
U002364,A_control,checkout_optimization
U002366,A_control,checkout_optimization
U002367,B_treatment,checkout_optimization
U002369,A_control,checkout_optimization
U002370,B_treatment,checkout_optimization
U002371,B_treatment,checkout_optimization
U002372,A_control,checkout_optimization
U002373,A_control,checkout_optimization
U002374,A_control,checkout_optimization
U002375,A_control,checkout_optimization
U002376,A_control,checkout_optimization
U002377,B_treatment,checkout_optimization
U002378,B_treatment,checkout_optimization
U002379,A_control,checkout_optimization
U002381,B_treatment,checkout_optimization
U002383,B_treatment,checkout_optimization
U002387,A_control,checkout_optimization
U002388,B_treatment,checkout_optimization
U002389,A_control,checkout_optimization
U002390,A_control,checkout_optimization
U002393,B_treatment,checkout_optimization
U002395,A_control,checkout_optimization
U002397,B_treatment,checkout_optimization
U002400,A_control,checkout_optimization
U002402,A_control,checkout_optimization
U002403,A_control,checkout_optimization
U002404,A_control,checkout_optimization
U002406,A_control,checkout_optimization
U002408,B_treatment,checkout_optimization
U002409,B_treatment,checkout_optimization
U002410,A_control,checkout_optimization
U002413,B_treatment,checkout_optimization
U002414,B_treatment,checkout_optimization
U002417,A_control,checkout_optimization
U002419,A_control,checkout_optimization
U002420,A_control,checkout_optimization
U002421,A_control,checkout_optimization
U002422,B_treatment,checkout_optimization
U002423,B_treatment,checkout_optimization
U002424,B_treatment,checkout_optimization
U002426,A_control,checkout_optimization
U002429,A_control,checkout_optimization
U002431,B_treatment,checkout_optimization
U002432,A_control,checkout_optimization
U002433,A_control,checkout_optimization
U002436,A_control,checkout_optimization
U002437,B_treatment,checkout_optimization
U002439,A_control,checkout_optimization
U002440,A_control,checkout_optimization
U002441,B_treatment,checkout_optimization
U002442,A_control,checkout_optimization
U002443,A_control,checkout_optimization
U002445,B_treatment,checkout_optimization
U002446,A_control,checkout_optimization
U002447,A_control,checkout_optimization
U002448,B_treatment,checkout_optimization
U002449,B_treatment,checkout_optimization
U002450,B_treatment,checkout_optimization
U002452,B_treatment,checkout_optimization
U002453,A_control,checkout_optimization
U002454,A_control,checkout_optimization
U002456,B_treatment,checkout_optimization
U002458,A_control,checkout_optimization
U002460,A_control,checkout_optimization
U002461,B_treatment,checkout_optimization
U002462,A_control,checkout_optimization
U002463,B_treatment,checkout_optimization
U002465,B_treatment,checkout_optimization
U002466,A_control,checkout_optimization
U002468,B_treatment,checkout_optimization
U002472,B_treatment,checkout_optimization
U002473,B_treatment,checkout_optimization
U002474,A_control,checkout_optimization
U002475,B_treatment,checkout_optimization
U002476,B_treatment,checkout_optimization
U002477,B_treatment,checkout_optimization
U002478,A_control,checkout_optimization
U002479,A_control,checkout_optimization
U002480,B_treatment,checkout_optimization
U002482,B_treatment,checkout_optimization
U002483,B_treatment,checkout_optimization
U002486,B_treatment,checkout_optimization
U002487,A_control,checkout_optimization
U002488,A_control,checkout_optimization
U002489,B_treatment,checkout_optimization
U002490,B_treatment,checkout_optimization
U002492,A_control,checkout_optimization
U002493,B_treatment,checkout_optimization
U002495,B_treatment,checkout_optimization
U002496,A_control,checkout_optimization
U002497,A_control,checkout_optimization
U002500,B_treatment,checkout_optimization
U002501,A_control,checkout_optimization
U002502,A_control,checkout_optimization
U002503,B_treatment,checkout_optimization
U002504,A_control,checkout_optimization
U002505,B_treatment,checkout_optimization
U002506,A_control,checkout_optimization
U002507,B_treatment,checkout_optimization
U002508,A_control,checkout_optimization
U002509,B_treatment,checkout_optimization
U002510,B_treatment,checkout_optimization
U002512,B_treatment,checkout_optimization
U002515,A_control,checkout_optimization
U002516,B_treatment,checkout_optimization
U002517,A_control,checkout_optimization
U002518,A_control,checkout_optimization
U002521,B_treatment,checkout_optimization
U002522,A_control,checkout_optimization
U002523,A_control,checkout_optimization
U002524,B_treatment,checkout_optimization
U002525,B_treatment,checkout_optimization
U002527,B_treatment,checkout_optimization
U002529,B_treatment,checkout_optimization
U002531,B_treatment,checkout_optimization
U002532,B_treatment,checkout_optimization
U002533,A_control,checkout_optimization
U002534,A_control,checkout_optimization
U002535,A_control,checkout_optimization
U002538,B_treatment,checkout_optimization
U002539,B_treatment,checkout_optimization
U002541,B_treatment,checkout_optimization
U002542,A_control,checkout_optimization
U002543,A_control,checkout_optimization
U002544,A_control,checkout_optimization
U002545,B_treatment,checkout_optimization
U002546,A_control,checkout_optimization
U002547,A_control,checkout_optimization
U002548,A_control,checkout_optimization
U002549,B_treatment,checkout_optimization
U002550,A_control,checkout_optimization
U002551,B_treatment,checkout_optimization
U002552,B_treatment,checkout_optimization
U002553,A_control,checkout_optimization
U002554,A_control,checkout_optimization
U002555,A_control,checkout_optimization
U002556,A_control,checkout_optimization
U002557,A_control,checkout_optimization
U002558,A_control,checkout_optimization
U002559,B_treatment,checkout_optimization
U002561,A_control,checkout_optimization
U002562,A_control,checkout_optimization
U002563,A_control,checkout_optimization
U002565,A_control,checkout_optimization
U002566,B_treatment,checkout_optimization
U002567,A_control,checkout_optimization
U002569,B_treatment,checkout_optimization
U002570,B_treatment,checkout_optimization
U002571,B_treatment,checkout_optimization
U002573,B_treatment,checkout_optimization
U002577,A_control,checkout_optimization
U002579,A_control,checkout_optimization
U002581,A_control,checkout_optimization
U002582,A_control,checkout_optimization
U002583,A_control,checkout_optimization
U002584,A_control,checkout_optimization
U002585,B_treatment,checkout_optimization
U002586,B_treatment,checkout_optimization
U002587,B_treatment,checkout_optimization
U002588,B_treatment,checkout_optimization
U002589,A_control,checkout_optimization
U002590,A_control,checkout_optimization
U002591,A_control,checkout_optimization
U002592,B_treatment,checkout_optimization
U002594,B_treatment,checkout_optimization
U002596,B_treatment,checkout_optimization
U002600,A_control,checkout_optimization
U002601,B_treatment,checkout_optimization
U002602,A_control,checkout_optimization
U002603,A_control,checkout_optimization
U002604,B_treatment,checkout_optimization
U002605,A_control,checkout_optimization
U002607,B_treatment,checkout_optimization
U002610,B_treatment,checkout_optimization
U002612,A_control,checkout_optimization
U002613,B_treatment,checkout_optimization
U002614,A_control,checkout_optimization
U002615,A_control,checkout_optimization
U002616,B_treatment,checkout_optimization
U002617,A_control,checkout_optimization
U002618,B_treatment,checkout_optimization
U002621,B_treatment,checkout_optimization
U002622,A_control,checkout_optimization
U002623,A_control,checkout_optimization
U002624,A_control,checkout_optimization
U002627,B_treatment,checkout_optimization
U002628,A_control,checkout_optimization
U002629,A_control,checkout_optimization
U002631,A_control,checkout_optimization
U002632,B_treatment,checkout_optimization
U002635,A_control,checkout_optimization
U002636,B_treatment,checkout_optimization
U002637,B_treatment,checkout_optimization
U002638,B_treatment,checkout_optimization
U002640,A_control,checkout_optimization
U002641,A_control,checkout_optimization
U002643,A_control,checkout_optimization
U002644,B_treatment,checkout_optimization
U002647,B_treatment,checkout_optimization
U002648,A_control,checkout_optimization
U002649,B_treatment,checkout_optimization
U002651,B_treatment,checkout_optimization
U002652,A_control,checkout_optimization
U002653,B_treatment,checkout_optimization
U002654,A_control,checkout_optimization
U002657,A_control,checkout_optimization
U002658,B_treatment,checkout_optimization
U002659,B_treatment,checkout_optimization
U002660,A_control,checkout_optimization
U002661,A_control,checkout_optimization
U002662,B_treatment,checkout_optimization
U002663,A_control,checkout_optimization
U002664,A_control,checkout_optimization
U002665,A_control,checkout_optimization
U002666,B_treatment,checkout_optimization
U002667,B_treatment,checkout_optimization
U002670,B_treatment,checkout_optimization
U002673,B_treatment,checkout_optimization
U002674,A_control,checkout_optimization
U002676,A_control,checkout_optimization
U002678,B_treatment,checkout_optimization
U002679,A_control,checkout_optimization
U002680,B_treatment,checkout_optimization
U002681,B_treatment,checkout_optimization
U002685,B_treatment,checkout_optimization
U002687,B_treatment,checkout_optimization
U002691,B_treatment,checkout_optimization
U002692,B_treatment,checkout_optimization
U002693,A_control,checkout_optimization
U002694,B_treatment,checkout_optimization
U002695,B_treatment,checkout_optimization
U002700,A_control,checkout_optimization
U002701,B_treatment,checkout_optimization
U002703,B_treatment,checkout_optimization
U002706,B_treatment,checkout_optimization
U002707,A_control,checkout_optimization
U002710,B_treatment,checkout_optimization
U002711,A_control,checkout_optimization
U002712,B_treatment,checkout_optimization
U002713,A_control,checkout_optimization
U002714,A_control,checkout_optimization
U002716,A_control,checkout_optimization
U002717,A_control,checkout_optimization
U002718,B_treatment,checkout_optimization
U002720,A_control,checkout_optimization
U002721,B_treatment,checkout_optimization
U002723,B_treatment,checkout_optimization
U002724,B_treatment,checkout_optimization
U002726,B_treatment,checkout_optimization
U002728,A_control,checkout_optimization
U002729,A_control,checkout_optimization
U002731,B_treatment,checkout_optimization
U002733,B_treatment,checkout_optimization
U002734,A_control,checkout_optimization
U002735,B_treatment,checkout_optimization
U002737,A_control,checkout_optimization
U002738,A_control,checkout_optimization
U002739,A_control,checkout_optimization
U002740,B_treatment,checkout_optimization
U002742,B_treatment,checkout_optimization
U002744,B_treatment,checkout_optimization
U002745,A_control,checkout_optimization
U002747,A_control,checkout_optimization
U002748,B_treatment,checkout_optimization
U002749,B_treatment,checkout_optimization
U002751,A_control,checkout_optimization
U002752,B_treatment,checkout_optimization
U002754,B_treatment,checkout_optimization
U002756,A_control,checkout_optimization
U002757,A_control,checkout_optimization
U002758,B_treatment,checkout_optimization
U002761,A_control,checkout_optimization
U002762,B_treatment,checkout_optimization
U002763,A_control,checkout_optimization
U002765,B_treatment,checkout_optimization
U002766,B_treatment,checkout_optimization
U002767,B_treatment,checkout_optimization
U002768,A_control,checkout_optimization
U002769,B_treatment,checkout_optimization
U002770,B_treatment,checkout_optimization
U002771,A_control,checkout_optimization
U002772,B_treatment,checkout_optimization
U002773,B_treatment,checkout_optimization
U002775,A_control,checkout_optimization
U002776,A_control,checkout_optimization
U002778,B_treatment,checkout_optimization
U002779,A_control,checkout_optimization
U002780,B_treatment,checkout_optimization
U002786,A_control,checkout_optimization
U002787,A_control,checkout_optimization
U002788,A_control,checkout_optimization
U002790,A_control,checkout_optimization
U002791,B_treatment,checkout_optimization
U002792,A_control,checkout_optimization
U002793,A_control,checkout_optimization
U002794,B_treatment,checkout_optimization
U002795,B_treatment,checkout_optimization
U002796,A_control,checkout_optimization
U002797,A_control,checkout_optimization
U002800,B_treatment,checkout_optimization
U002801,B_treatment,checkout_optimization
U002802,B_treatment,checkout_optimization
U002803,B_treatment,checkout_optimization
U002806,B_treatment,checkout_optimization
U002807,B_treatment,checkout_optimization
U002810,B_treatment,checkout_optimization
U002811,B_treatment,checkout_optimization
U002813,B_treatment,checkout_optimization
U002814,B_treatment,checkout_optimization
U002817,B_treatment,checkout_optimization
U002818,A_control,checkout_optimization
U002820,B_treatment,checkout_optimization
U002821,A_control,checkout_optimization
U002823,A_control,checkout_optimization
U002824,B_treatment,checkout_optimization
U002825,B_treatment,checkout_optimization
U002827,B_treatment,checkout_optimization
U002828,B_treatment,checkout_optimization
U002829,B_treatment,checkout_optimization
U002832,A_control,checkout_optimization
U002833,A_control,checkout_optimization
U002834,B_treatment,checkout_optimization
U002835,B_treatment,checkout_optimization
U002838,A_control,checkout_optimization
U002839,B_treatment,checkout_optimization
U002840,A_control,checkout_optimization
U002841,B_treatment,checkout_optimization
U002842,B_treatment,checkout_optimization
U002843,B_treatment,checkout_optimization
U002844,B_treatment,checkout_optimization
U002845,B_treatment,checkout_optimization
U002846,A_control,checkout_optimization
U002847,A_control,checkout_optimization
U002848,B_treatment,checkout_optimization
U002849,A_control,checkout_optimization
U002851,B_treatment,checkout_optimization
U002852,A_control,checkout_optimization
U002853,A_control,checkout_optimization
U002854,A_control,checkout_optimization
U002855,B_treatment,checkout_optimization
U002858,A_control,checkout_optimization
U002860,B_treatment,checkout_optimization
U002861,B_treatment,checkout_optimization
U002862,A_control,checkout_optimization
U002863,B_treatment,checkout_optimization
U002864,B_treatment,checkout_optimization
U002865,A_control,checkout_optimization
U002866,A_control,checkout_optimization
U002870,A_control,checkout_optimization
U002871,A_control,checkout_optimization
U002872,B_treatment,checkout_optimization
U002873,A_control,checkout_optimization
U002874,B_treatment,checkout_optimization
U002875,B_treatment,checkout_optimization
U002878,A_control,checkout_optimization
U002881,B_treatment,checkout_optimization
U002882,B_treatment,checkout_optimization
U002883,B_treatment,checkout_optimization
U002885,B_treatment,checkout_optimization
U002886,B_treatment,checkout_optimization
U002887,A_control,checkout_optimization
U002888,A_control,checkout_optimization
U002890,B_treatment,checkout_optimization
U002891,A_control,checkout_optimization
U002892,A_control,checkout_optimization
U002893,B_treatment,checkout_optimization
U002894,A_control,checkout_optimization
U002896,A_control,checkout_optimization
U002897,B_treatment,checkout_optimization
U002898,A_control,checkout_optimization
U002899,A_control,checkout_optimization
U002900,A_control,checkout_optimization
U002902,A_control,checkout_optimization
U002903,A_control,checkout_optimization
U002905,B_treatment,checkout_optimization
U002906,B_treatment,checkout_optimization
U002907,A_control,checkout_optimization
U002908,B_treatment,checkout_optimization
U002909,A_control,checkout_optimization
U002911,A_control,checkout_optimization
U002913,B_treatment,checkout_optimization
U002915,B_treatment,checkout_optimization
U002916,A_control,checkout_optimization
U002918,A_control,checkout_optimization
U002920,B_treatment,checkout_optimization
U002921,B_treatment,checkout_optimization
U002922,B_treatment,checkout_optimization
U002923,B_treatment,checkout_optimization
U002924,B_treatment,checkout_optimization
U002927,B_treatment,checkout_optimization
U002928,B_treatment,checkout_optimization
U002930,B_treatment,checkout_optimization
U002931,A_control,checkout_optimization
U002932,A_control,checkout_optimization
U002934,A_control,checkout_optimization
U002935,A_control,checkout_optimization
U002937,B_treatment,checkout_optimization
U002938,B_treatment,checkout_optimization
U002939,A_control,checkout_optimization
U002941,B_treatment,checkout_optimization
U002942,A_control,checkout_optimization
U002944,A_control,checkout_optimization
U002945,A_control,checkout_optimization
U002946,B_treatment,checkout_optimization
U002947,A_control,checkout_optimization
U002948,B_treatment,checkout_optimization
U002949,A_control,checkout_optimization
U002950,A_control,checkout_optimization
U002951,B_treatment,checkout_optimization
U002952,B_treatment,checkout_optimization
U002953,A_control,checkout_optimization
U002954,B_treatment,checkout_optimization
U002956,A_control,checkout_optimization
U002957,B_treatment,checkout_optimization
U002958,A_control,checkout_optimization
U002960,B_treatment,checkout_optimization
U002962,A_control,checkout_optimization
U002963,A_control,checkout_optimization
U002966,B_treatment,checkout_optimization
U002968,A_control,checkout_optimization
U002969,A_control,checkout_optimization
U002972,A_control,checkout_optimization
U002973,B_treatment,checkout_optimization
U002975,A_control,checkout_optimization
U002977,A_control,checkout_optimization
U002979,B_treatment,checkout_optimization
U002980,B_treatment,checkout_optimization
U002981,B_treatment,checkout_optimization
U002982,B_treatment,checkout_optimization
U002984,A_control,checkout_optimization
U002986,B_treatment,checkout_optimization
U002987,B_treatment,checkout_optimization
U002988,B_treatment,checkout_optimization
U002989,A_control,checkout_optimization
U002990,B_treatment,checkout_optimization
U002992,A_control,checkout_optimization
U002993,A_control,checkout_optimization
U002995,A_control,checkout_optimization
U002997,A_control,checkout_optimization
U003002,B_treatment,checkout_optimization
U003004,B_treatment,checkout_optimization
U003005,B_treatment,checkout_optimization
U003006,A_control,checkout_optimization
U003007,B_treatment,checkout_optimization
U003008,A_control,checkout_optimization
U003011,A_control,checkout_optimization
U003012,B_treatment,checkout_optimization
U003014,A_control,checkout_optimization
U003015,B_treatment,checkout_optimization
U003016,A_control,checkout_optimization
U003017,B_treatment,checkout_optimization
U003018,A_control,checkout_optimization
U003020,B_treatment,checkout_optimization
U003021,B_treatment,checkout_optimization
U003022,A_control,checkout_optimization
U003023,B_treatment,checkout_optimization
U003025,B_treatment,checkout_optimization
U003027,B_treatment,checkout_optimization
U003028,B_treatment,checkout_optimization
U003031,A_control,checkout_optimization
U003032,B_treatment,checkout_optimization
U003033,B_treatment,checkout_optimization
U003034,A_control,checkout_optimization
U003035,A_control,checkout_optimization
U003037,A_control,checkout_optimization
U003038,B_treatment,checkout_optimization
U003039,B_treatment,checkout_optimization
U003040,B_treatment,checkout_optimization
U003042,A_control,checkout_optimization
U003043,A_control,checkout_optimization
U003046,A_control,checkout_optimization
U003047,A_control,checkout_optimization
U003048,A_control,checkout_optimization
U003049,A_control,checkout_optimization
U003050,A_control,checkout_optimization
U003051,B_treatment,checkout_optimization
U003053,A_control,checkout_optimization
U003054,A_control,checkout_optimization
U003055,B_treatment,checkout_optimization
U003056,B_treatment,checkout_optimization
U003058,B_treatment,checkout_optimization
U003059,A_control,checkout_optimization
U003060,B_treatment,checkout_optimization
U003062,A_control,checkout_optimization
U003063,A_control,checkout_optimization
U003064,B_treatment,checkout_optimization
U003065,B_treatment,checkout_optimization
U003066,B_treatment,checkout_optimization
U003067,A_control,checkout_optimization
U003068,B_treatment,checkout_optimization
U003069,A_control,checkout_optimization
U003070,A_control,checkout_optimization
U003073,A_control,checkout_optimization
U003075,A_control,checkout_optimization
U003076,A_control,checkout_optimization
U003080,B_treatment,checkout_optimization
U003082,A_control,checkout_optimization
U003083,A_control,checkout_optimization
U003084,A_control,checkout_optimization
U003085,A_control,checkout_optimization
U003088,A_control,checkout_optimization
U003089,B_treatment,checkout_optimization
U003091,B_treatment,checkout_optimization
U003092,A_control,checkout_optimization
U003094,B_treatment,checkout_optimization
U003095,B_treatment,checkout_optimization
U003096,A_control,checkout_optimization
U003098,A_control,checkout_optimization
U003099,B_treatment,checkout_optimization
U003100,B_treatment,checkout_optimization
U003101,B_treatment,checkout_optimization
U003102,B_treatment,checkout_optimization
U003103,B_treatment,checkout_optimization
U003104,B_treatment,checkout_optimization
U003106,B_treatment,checkout_optimization
U003107,B_treatment,checkout_optimization
U003109,B_treatment,checkout_optimization
U003110,B_treatment,checkout_optimization
U003111,A_control,checkout_optimization
U003113,A_control,checkout_optimization
U003114,A_control,checkout_optimization
U003115,B_treatment,checkout_optimization
U003116,B_treatment,checkout_optimization
U003117,A_control,checkout_optimization
U003118,B_treatment,checkout_optimization
U003119,B_treatment,checkout_optimization
U003120,A_control,checkout_optimization
U003121,B_treatment,checkout_optimization
U003122,B_treatment,checkout_optimization
U003123,A_control,checkout_optimization
U003124,A_control,checkout_optimization
U003125,B_treatment,checkout_optimization
U003126,A_control,checkout_optimization
U003127,B_treatment,checkout_optimization
U003128,B_treatment,checkout_optimization
U003129,A_control,checkout_optimization
U003130,B_treatment,checkout_optimization
U003131,B_treatment,checkout_optimization
U003132,A_control,checkout_optimization
U003133,B_treatment,checkout_optimization
U003135,A_control,checkout_optimization
U003136,A_control,checkout_optimization
U003138,B_treatment,checkout_optimization
U003139,B_treatment,checkout_optimization
